kind,id,name,latin,ta2,ta2_la,ta2_en,ta2_path,tna,tna_la,tna_en,tna_path,wd,ta98,wd_en,wd_tr,wd_tr_aliases,trwiki,trwiki_redirects,relation,match,alt,note,decision
structures,sinus-petrosal,Superior and inferior petrosal sinuses,Sinus petrosus superior et inferior,4850,Sinus petrosus superior,Superior petrosal sinus,Sinus transversus < Sinus sigmoideus < Sinus Venosi Durales,708,Sinus petrosus inferior,Inferior petrosal sinus,Sinus Durae Matris < Pars Centralis < Systema Nervosum,Q6029401,A12.3.05.113,inferior petrosal sinus,inferior petrozal sinus,,İnferior petrozal sinus,,narrower,ta2:en tna:en wd:en,"ta2:4858 ""Sinus petrosus inferior"" (en) | tna:710 ""Sinus petrosus superior"" (en) | wd:Q7643664 ""Superior petrosal sinus"" (en)",TA2/TNA Latin differ; our Latin differs from TA2; Wikidata TA2 id 4858 is not 4850; ambiguous,
structures,sinus-straight,Straight sinus and inferior sagittal sinus,Sinus rectus; sinus sagittalis inferior,4853,Sinus rectus,Straight sinus,Confluens sinuum < Sinus transversus < Sinus sigmoideus,705,Sinus sagittalis inferior,Inferior sagittal sinus,Sinus Durae Matris < Pars Centralis < Systema Nervosum,Q7621088,A12.3.05.112,straight sinus,sinüs rektus,,Sinus rektus,,narrower,ta2:latin tna:latin wd:latin,"ta2:4854 ""Sinus sagittalis inferior"" (latin) | tna:707 ""Sinus rectus"" (latin) | wd:Q12764815 ""inferior sagittal sinus"" (latin)",TA2/TNA Latin differ; our Latin differs from TA2; ambiguous,
structures,sinus-superior-sagittal,Superior sagittal sinus,Sinus sagittalis superior,4856,Sinus sagittalis superior,Superior sagittal sinus,Confluens sinuum < Sinus transversus < Sinus sigmoideus,703,Sinus sagittalis superior,Superior sagittal sinus,Sinus Durae Matris < Pars Centralis < Systema Nervosum,Q4115976,A12.3.05.109,superior sagittal sinus,superior sagittal sinus,,Superior sagittal sinus,Superior sagittal sinüs,exact,ta2:latin tna:latin wd:latin,,,
structures,sinus-transverse-sigmoid,Transverse and sigmoid sinuses,Sinus transversus; sinus sigmoideus,4847,Sinus sigmoideus,Sigmoid sinus,Sinus Venosi Durales < Vena Facialis Communis < Systema Cardiovasculare,694,Sinus transversus,Transverse sinus,Sinus Durae Matris < Pars Centralis < Systema Nervosum,Q5860395,A12.3.05.102,transverse sinuses,transvers sinus,lateral sinus,Transvers sinus,,narrower,ta2:latin tna:latin wd:latin,"ta2:4849 ""Sinus transversus"" (latin) | tna:702 ""Sinus sigmoideus"" (latin) | wd:Q9292294 ""sigmoid sinus"" (latin)",TA2/TNA Latin differ; our Latin differs from TA2; Wikidata TA2 id 4849 is not 4847; ambiguous,
structures,spinal-cord,Spinal cord,Medulla spinalis,6049,Medulla spinalis,Spinal cord,Truncus Encephali < Systema Nervosum < Systemata Integrantia,765,Medulla spinalis,Spinal cord,Vasa Sanginea Medullae Spinalis < Pars Centralis < Systema Nervosum,Q9606,A14.1.02.001,spinal cord,Omurilik,,Omurilik,Medulla spinalis; Omur ilik; Spinal cord; Spinal kord,exact,ta2:latin tna:latin wd:latin,,,
structures,spinal-grey-anterior-horn,Anterior (ventral) horn,Cornu anterius,6079,Cornu anterius medullae spinalis,Anterior horn of spinal cord,Substantia Grisea Medullae Spinalis < Truncus Encephali < Systema Nervosum,848,Cornu anterius,Anterior horn,Columna Anterior < Substantia Grisea < Pars Centralis,Q2997445,"A14.1.02.103, A14.1.02.021",anterior horn of spinal cord,,,,,synonym,ta2:latin tna:latin wd:latin,"ta2:5640 ""Cornu frontale"" (latin-syn) | tna:2630 ""Cornu frontale"" (latin-syn) | wd:Q4771351 ""anterior horn of lateral ventricle"" (syn)",TA2/TNA Latin differ; our Latin differs from TA2; TA2 6079 is a subdivision of TNA 848,
structures,spinal-grey-posterior-horn,Posterior (dorsal) horn,Cornu posterius,6064,Cornu posterius medullae spinalis,Posterior horn of spinal cord,Substantia Grisea Medullae Spinalis < Truncus Encephali < Systema Nervosum,784,Cornu posterius,Posterior horn,Columna Posterior < Substantia Grisea < Pars Centralis,Q7234197,A14.1.09.286,posterior horn of lateral ventricle,,,,,synonym,ta2:latin tna:latin wd:latin,"ta2:5644 ""Cornu occipitale"" (latin) | tna:2642 ""Cornu ocipitale"" (latin-syn)",TA2/TNA Latin differ; our Latin differs from TA2; Wikidata TA2 id 5644 is not 6064; ambiguous; TA2 6064 is a subdivision of TNA 784,
structures,spinal-nerve-root-dermatome,Spinal nerve roots and dermatomes,Radices nervorum spinalium,,,,,2938,Radices nervorum spinalium,Roots of spinal nerves,Nomina Generalia < Pars Peripherica < Systema Nervosum,,,,,,,,exact,tna:latin,"tna:2668 ""Radix nervi spinalis"" (en)",,
structures,spinal-segment-cervical,Cervical spinal cord (C1-C8),,6058,Pars cervicalis medullae spinalis,Cervical part of spinal cord,Medulla Spinalis < Truncus Encephali < Systema Nervosum,,,,,Q11664994,A14.1.02.014,cervical cord,,,,,synonym,ta2:syn wd:syn,,,
structures,spinal-segment-lumbar,Lumbar spinal cord (L1-L5),,6060,Pars lumbalis medullae spinalis,Lumbar part of spinal cord,Medulla Spinalis < Truncus Encephali < Systema Nervosum,,,,,Q46943989,A14.1.02.016,lumbar cord,,,,,synonym,ta2:syn wd:syn,,,
structures,spinal-segment-sacral,"Sacral and coccygeal spinal cord (S1-S5, Co)",,6052,Conus medullaris,Conus medullaris,Medulla Spinalis < Truncus Encephali < Systema Nervosum,769,Conus medullaris,Conus medullaris,Medulla Spinalis < Vasa Sanginea Medullae Spinalis < Pars Centralis,Q1569338,A14.1.02.004,conus medullaris,,,,,narrower,ta2:latin-syn tna:latin-syn wd:latin-syn,"ta2:6061 ""Pars sacralis medullae spinalis"" (syn) | ta2:6062 ""Pars coccygea medullae spinalis"" (syn) | wd:Q46944398 ""sacral cord"" (syn) | wd:Q46944906 ""coccygeal cord"" (syn)",,
structures,spinal-segment-thoracic,Thoracic spinal cord (T1-T12),,6059,Pars thoracica medullae spinalis,Thoracic part of spinal cord,Medulla Spinalis < Truncus Encephali < Systema Nervosum,,,,,Q46943564,A14.1.02.015,thoracic cord,,,,,synonym,ta2:syn wd:syn,,,
structures,spinal-trigeminal-nucleus-tract,Spinal trigeminal nucleus and tract,Nucleus et tractus spinalis nervi trigemini,6001,Nucleus spinalis nervi trigemini,Spinal nucleus of trigeminal nerve,Substantia Grisea Medullae Oblongatae < Truncus Encephali < Systema Nervosum,994,Nucleus spinalis nervi trigemini,Spinal nucleus of trigeminal nerve,Nuclei Somatosensorii < Myelencephalon < Pars Centralis,Q7577476,"A14.1.04.211, A14.1.05.404",spinal trigeminal nucleus,,,,,narrower,ta2:syn tna:syn wd:en,,our Latin differs from TA2,
structures,spinal-white-columns,White columns of the spinal cord,Funiculi medullae spinalis,6085,Substantia alba medullae spinalis,White matter of spinal cord,Truncus Encephali < Systema Nervosum < Systemata Integrantia,,,,,,,,,,,,fuzzy,ta2:fuzzy,,our Latin differs from TA2; fuzzy,
structures,splanchnic-nerves,Splanchnic nerves,,6635,Nervi splanchnici lumbales,Lumbar splanchnic nerves,Nervi Sympathici < Pars Thoracolumbalis Divisionis Autonomicae < Systema Nervosum,3451,Nervi splanchnici lumbales,Lumbar splanchnic nerves,Ganglia lumbalia < Ganglia trunci sympathici < Ganglia paravertebralia,Q1978125,"A14.3.01.028, A14.3.01.032, A14.3.01.030",thoracic splanchnic nerves,,,,,synonym,ta2:syn tna:syn wd:syn,"ta2:6631 ""Nervus splanchnicus thoracicus major"" (syn) | ta2:6632 ""Nervus splanchnicus thoracicus minor"" (syn) | ta2:6634 ""Nervus splanchnicus thoracicus imus"" (syn) | wd:Q6703073 ""lumbar splanchnic nerves"" (syn)",Wikidata TA2 id 6631/6632/6634 is not 6635; ambiguous,
structures,subarachnoid-space-cisterns,Subarachnoid space and basal cisterns,Spatium subarachnoideum; cisternae subarachnoideae,5387,Spatium subarchnoidale,Subarachnoid space,Arachnoidea < Leptomeninges < Systema Nervosum,265,Spatium subarachnoideum,Subarachnoid space,Arachnoidea Mater < Leptomeninx < Pars Centralis,Q2361541,A14.1.01.202,subarachnoid space,Araknoidaltı boşluk,,Araknoidaltı boşluk,,narrower,ta2:en tna:latin wd:latin,"tna:282 ""Cisternae subarachnoideae"" (latin)",TA2/TNA Latin differ; our Latin differs from TA2; ambiguous,
structures,subiculum,Subiculum,,5519,Subiculum,Subiculum,Hippocampus < Lobus Limbicus < Cerebrum,2385,Subiculum,Subiculum,Formatio Hippocampi < Telencephalon < Pars Centralis,Q1499420,A14.1.09.326,subiculum,,,,,exact,ta2:en tna:en wd:en,,,
structures,substantia-nigra-pars-compacta,"Substantia nigra, pars compacta",,5881,Substantia nigra,Substantia nigra,Basis pedunculi < Pedunculus Cerebri < Truncus Encephali,1417,Substantia nigra,Substantia nigra,Nuclei Dopaminergici < Mesencephalon < Pars Centralis,Q753278,A14.1.06.111,substantia nigra,Substantia nigra,,Substantia nigra,,broader,ta2:en tna:en wd:en,"ta2:5882 ""Pars compacta substantiae nigrae"" (syn) | wd:Q3366041 ""pars compacta"" (syn)",,
structures,substantia-nigra-pars-reticulata,"Substantia nigra, pars reticulata",,5881,Substantia nigra,Substantia nigra,Basis pedunculi < Pedunculus Cerebri < Truncus Encephali,1417,Substantia nigra,Substantia nigra,Nuclei Dopaminergici < Mesencephalon < Pars Centralis,Q753278,A14.1.06.111,substantia nigra,Substantia nigra,,Substantia nigra,,broader,ta2:en tna:en wd:en,"ta2:5883 ""Pars reticularis substantiae nigrae"" (syn) | wd:Q7139918 ""pars reticulata"" (syn)",,
structures,substantia-nigra,Substantia nigra,Substantia nigra,5881,Substantia nigra,Substantia nigra,Basis pedunculi < Pedunculus Cerebri < Truncus Encephali,1417,Substantia nigra,Substantia nigra,Nuclei Dopaminergici < Mesencephalon < Pars Centralis,Q753278,A14.1.06.111,substantia nigra,Substantia nigra,,Substantia nigra,,exact,ta2:latin tna:latin wd:latin,,,
structures,subthalamic-nucleus,Subthalamic nucleus,Nucleus subthalamicus,5709,Nucleus subthalamicus,Subthalamic nucleus,Subthalamus < Cerebrum < Systema Nervosum,1916,Nucleus subthalamicus,Subthalamic nucleus,Subthalamus < Diencephalon < Pars Centralis,Q2270424,A14.1.08.702,subthalamic nucleus,,,,,exact,ta2:latin tna:latin wd:latin,,,
structures,superior-cerebellar-peduncle,Superior cerebellar peduncle,Pedunculus cerebellaris superior,5846,Pedunculus cerebellaris superior,Superior cerebellar peduncle,Pedunculi Cerebellares < Cerebellum < Systema Nervosum,1344,Pedunculus cerebellaris superior,Superior cerebellar peduncle,Tractus Efferentes Cerebelli < Pons < Pars Centralis,Q7643594,"A14.1.05.006, A14.1.07.417, A14.1.08.678, A14.1.06.009, A14.1.06.216",superior cerebellar peduncle,,,,,exact,ta2:latin tna:latin wd:latin,"tna:1345 ""Brachium conjunctivum"" (latin-syn)",,
structures,superior-colliculus,Superior colliculus,Colliculus superior,5912,Colliculus superior,Superior colliculus,Tectum Mesencephali < Truncus Encephali < Systema Nervosum,1369,Colliculus superior,Superior colliculus,Lamina quadrigemina < Mesencephalon < Pars Centralis,Q1109417,A14.1.06.015,superior colliculus,Üst tepe,,Üst tepe,,exact,ta2:latin tna:latin wd:latin,,,
structures,superior-olivary-complex,Superior olivary complex and lateral lemniscus,,5866,Lemniscus lateralis,Lateral lemniscus,Substantia Alba Trunci Encephali < Truncus Encephali < Systema Nervosum,1337,Lemniscus lateralis,Lateral lemniscus,Projectiones auditoriae < Tractus Ascendentes Trunci Encephalici < Pons,Q3881782,A14.1.05.415,superior olivary complex,,,,,narrower,ta2:en tna:en wd:en,"ta2:5960 ""Corpus trapezoideum"" (syn) | ta2:5937 ""Nucleus olivaris superior"" (syn) | tna:1236 ""Complexus olivaris superior"" (en) | tna:1332 ""Corpus trapezoideum"" (syn) | wd:Q1817033 ""lateral lemniscus"" (en) | wd:Q7835580 ""trapezoid body"" (syn)",Wikidata TA2 id 5937 is not 5866; ambiguous,
structures,sympathetic-trunk,Sympathetic trunk and ganglia,Truncus sympathicus,6602,Truncus sympathicus,Sympathetic trunk,Pars Thoracolumbalis Divisionis Autonomicae < Systema Nervosum < Systemata Integrantia,3419,Truncus sympathicus,Sympathetic trunk,Pars Thoracolumbalis < Pars Peripherica < Systema Nervosum,Q1545875,A14.3.01.002,sympathetic trunk,,,,,exact,ta2:latin tna:latin wd:latin,"ta2:6604 ""Ganglia paravertebralia"" (syn) | tna:3424 ""Ganglia paravertebralia"" (syn)",,
structures,temporal-pole,Temporal pole,,5420,Polus temporalis,Temporal pole,Hemisphaerium cerebri < Cerebrum < Systema Nervosum,2056,Polus temporalis,Temporal pole,Lobus Temporalis < Telencephalon < Pars Centralis,Q16508661,A14.1.09.137,temporal pole,,,,,exact,ta2:en tna:en wd:en,"ta2:5419 ""Polus frontalis"" (en) | ta2:5421 ""Polus occipitalis"" (en) | wd:Q191561 ""poles of cerebral hemispheres"" (en)",ambiguous,
structures,tentorium-cerebelli,Tentorium cerebelli and incisura,Tentorium cerebelli,5375,Tentorium cerebelli,Tentorium cerebelli,Dura Cranialis < Dura < Systema Nervosum,242,Tentorium cerebelli,Tentorium cerebelli,Processus durae matris cranialis < Dura Mater Cranialis < Dura Mater,Q1089501,A14.1.01.104,tentorium cerebelli,,,,,exact,ta2:latin tna:latin wd:latin,,,
structures,territory-aca-major,ACA major territory,,,,,,,,,,,,,,,,,none,,,no single TA concept,
structures,territory-aca,ACA territory,,,,,,,,,,,,,,,,,none,,,no single TA concept,
structures,territory-aica,AICA territory,,,,,,,,,,,,,,,,,none,,,no single TA concept,
structures,territory-anterior-choroidal-thalamoperforating,Anterior choroidal and thalamoperforating territory,,,,,,,,,,,,,,,,,related,,"related ta2:5652 ""Fissura chorioidea"" | related ta2:5655 ""Glomus chorioideum"" | related tna:337 ""Glomus choroideum"" | related tna:403 ""Arteria choroidea anterior""",no single TA concept; related terms in alt,
structures,territory-anterior-choroidal,Anterior choroidal territory,,,,,,,,,,,,,,,,,related,,"related ta2:5652 ""Fissura chorioidea"" | related ta2:5655 ""Glomus chorioideum"" | related tna:337 ""Glomus choroideum"" | related tna:403 ""Arteria choroidea anterior""",no single TA concept; related terms in alt,
structures,territory-basilar-paramedian,Basilar paramedian (pontine) territory,,,,,,,,,,,,,,,,,related,,"related ta2:5815 ""Lobulus gracilis"" | related ta2:5923 ""Sulcus basilaris"" | related ta2:5925 ""Pars basilaris pontis"" | related ta2:6039 ""Nucleus paramedianus posterior""",no single TA concept; related terms in alt,
structures,territory-basilar,Basilar (pontine) territory,,,,,,,,,,,,,,,,,related,,"related ta2:5626 ""Fibrae corticonucleares pontis"" | related ta2:5923 ""Sulcus basilaris"" | related ta2:5925 ""Pars basilaris pontis"" | related ta2:5926 ""Nuclei pontis""",no single TA concept; related terms in alt,
structures,territory-inferior-cerebellar,Inferior cerebellar (PICA/AICA) territory,,,,,,,,,,,,,,,,,related,,"related ta2:5375 ""Tentorium cerebelli"" | related ta2:5377 ""Falx cerebelli"" | related ta2:5790 ""Fissurae cerebelli"" | related ta2:5806 ""Lobulus II hemisphaerii cerebelli""",no single TA concept; related terms in alt,
structures,territory-lateral-lenticulostriate,Lateral lenticulostriate territory,,,,,,,,,,,,,,,,,related,,"related tna:441 ""Rami striati breves"" | related tna:452 ""Arteria striata longa"" | related tna:461 ""Rami striati breves"" | related tna:483 ""Arteriae centrales anterolaterales""",no single TA concept; related terms in alt,
structures,territory-lenticulostriate,Lenticulostriate (deep MCA) territory,,,,,,,,,,,,,,,,,related,,"related tna:483 ""Arteriae centrales anterolaterales"" | related tna:484 ""Arteriae lenticulostriatae mediales"" | related tna:485 ""Arteriae lenticulostriatae laterales""",no single TA concept; related terms in alt,
structures,territory-mca-frontal,"MCA territory, frontal",,,,,,,,,,,,,,,,,related,,"related ta2:5419 ""Polus frontalis"" | related ta2:5445 ""Lobus frontalis"" | related ta2:5446 ""Operculum frontale"" | related ta2:5447 ""Gyrus frontalis inferior""",no single TA concept; related terms in alt,
structures,territory-mca-insular,"MCA territory, insular",,,,,,,,,,,,,,,,,related,,"related ta2:5502 ""Insula"" | related ta2:5503 ""Limen insulae"" | related tna:489 ""Pars insularis"" | related tna:490 ""Arteriae insulares""",no single TA concept; related terms in alt,
structures,territory-mca-major,MCA major territory,,,,,,,,,,,,,,,,,related,,"related ta2:5454 ""Gyrus frontalis medius"" | related ta2:5495 ""Gyrus temporalis medius"" | related ta2:5848 ""Pedunculus cerebellaris medius"" | related ta2:6228 ""Nervus palatinus medius""",no single TA concept; related terms in alt,
structures,territory-mca-occipital,"MCA territory, occipital",,,,,,,,,,,,,,,,,related,,"related tna:497 ""Arteria temporooccipitalis"" | related ta2:5421 ""Polus occipitalis"" | related ta2:5437 ""Sulcus parietooccipitalis"" | related ta2:5438 ""Incisura preoccipitalis""",no single TA concept; related terms in alt,
structures,territory-mca-parietal,"MCA territory, parietal",,,,,,,,,,,,,,,,,related,,"related ta2:5467 ""Lobus parietalis"" | related ta2:5468 ""Operculum parietale"" | related ta2:5471 ""Lobulus parietalis inferior"" | related ta2:5472 ""Gyrus angularis""",no single TA concept; related terms in alt,
structures,territory-mca-temporal,"MCA territory, temporal",,,,,,,,,,,,,,,,,related,,"related ta2:5420 ""Polus temporalis"" | related ta2:5488 ""Lobus temporalis"" | related ta2:5489 ""Gyrus temporalis superior"" | related ta2:5490 ""Operculum temporale""",no single TA concept; related terms in alt,
structures,territory-mca,MCA territory,,,,,,,,,,,,,,,,,none,,,no single TA concept,
structures,territory-medial-lenticulostriate,Medial lenticulostriate territory,,,,,,,,,,,,,,,,,related,,"related ta2:6148 ""Ramus meningeus nervi spinalis"" | related ta2:6197 ""Ramus tentorius nervi ophthalmici"" | related ta2:6344 ""Nervus laryngeus recurrens"" | related ta2:6345 ""Rami tracheales nervi laryngei recurrentis""",no single TA concept; related terms in alt,
structures,territory-pca-major,PCA major territory,,,,,,,,,,,,,,,,,none,,,no single TA concept,
structures,territory-pca-occipital,"PCA territory, occipital",,,,,,,,,,,,,,,,,related,,"related ta2:5437 ""Sulcus parietooccipitalis"" | related tna:479 ""Rami parietooccipitales"" | related tna:594 ""Arteria parietooccipitalis"" | related tna:2007 ""Sulcus parietooccipitalis""",no single TA concept; related terms in alt,
structures,territory-pca-temporal,"PCA territory, temporal",,,,,,,,,,,,,,,,,related,,"related ta2:5420 ""Polus temporalis"" | related ta2:5488 ""Lobus temporalis"" | related ta2:5489 ""Gyrus temporalis superior"" | related ta2:5490 ""Operculum temporale""",no single TA concept; related terms in alt,
structures,territory-pca,PCA territory,,,,,,,,,,,,,,,,,none,,,no single TA concept,
structures,territory-pica-lateral-medulla,PICA and lateral medullary territory,,,,,,,,,,,,,,,,,related,,"related ta2:5568 ""Lamina medullaris lateralis nuclei lentiformis"" | related ta2:5571 ""Lamina medullaris medialis nuclei lentiformis"" | related ta2:5627 ""Fibrae corticonucleares bulbi"" | related ta2:5682 ""Laminae medullares thalami""",no single TA concept; related terms in alt,
structures,territory-posterior-choroidal-thalamoperforating,Posterior choroidal and thalamoperforating territory,,,,,,,,,,,,,,,,,related,,"related ta2:5578 ""Radiatio anterior thalami"" | related ta2:5581 ""Radiatio centralis thalami"" | related ta2:5585 ""Radiatio posterior thalami"" | related ta2:5652 ""Fissura chorioidea""",no single TA concept; related terms in alt,
structures,territory-sca,SCA territory,,,,,,,,,,,,,,,,,none,,,no single TA concept,
structures,territory-superior-cerebellar,Superior cerebellar artery territory,,,,,,,,,,,,,,,,,related,,"related ta2:5375 ""Tentorium cerebelli"" | related ta2:5377 ""Falx cerebelli"" | related ta2:5790 ""Fissurae cerebelli"" | related ta2:5806 ""Lobulus II hemisphaerii cerebelli""",no single TA concept; related terms in alt,
structures,territory-vertebrobasilar-major,Vertebrobasilar major territory,,,,,,,,,,,,,,,,,related,,"related tna:519 ""Systema vertebrobasilare""",no single TA concept; related terms in alt,
structures,territory-watershed,Watershed (borderzone) territories,,,,,,,,,,,,,,,,,none,,,no single TA concept,
structures,thalamus-anterior-nuclei,Anterior thalamic nuclei,Nuclei anteriores thalami,5679,Nuclei anteriores thalami,Anterior nuclei of thalamus,Thalamus < Cerebrum < Systema Nervosum,1803,Nuclei anteriores thalami,Anterior nuclei of thalamus,Diencephalon < Pars Centralis < Systema Nervosum,Q4771382,A14.1.08.603,anterior nuclei of thalamus,,,,,exact,ta2:latin tna:latin wd:latin,,,
structures,thalamus-lateral-posterior-ventral-posterior,Lateral posterior / ventral posterior group,,,,,,,,,,,,,,,,,related,,"related ta2:5678 ""Thalamus"" | related ta2:5679 ""Nuclei anteriores thalami"" | related ta2:5680 ""Nuclei mediales thalami"" | related ta2:5683 ""Lamina medullaris externa thalami""",no single TA concept; related terms in alt,
structures,thalamus-mediodorsal,Mediodorsal nucleus,Nucleus medialis dorsalis thalami,5681,Nucleus mediodorsalis thalami,Mediodorsal nucleus,Nuclei mediales thalami < Thalamus < Cerebrum,1809,Nucleus mediodorsalis,Mediodorsal nucleus,Nuclei Mediales Thalami < Diencephalon < Pars Centralis,Q6806039,A14.1.08.622,medial dorsal nucleus,,,,,exact,ta2:en tna:en wd:syn,"ta2:5728 ""Nucleus dorsomedialis hypothalami"" (syn) | tna:853 ""Nucleus posteromedialis"" (syn) | tna:1202 ""Nucleus posterior medialis"" (syn) | wd:Q5298925 ""dorsomedial hypothalamic nucleus"" (syn)",TA2/TNA Latin differ; our Latin differs from TA2; ambiguous; TA2 5681 is a subdivision of TNA 1809,
structures,thalamus-pulvinar-medial-centrolateral,Medial pulvinar / centrolateral group,,5685,Nuclei intralaminares thalami,Intralaminar nuclei of thalamus,Thalamus < Cerebrum < Systema Nervosum,1813,Nuclei intralaminares thalami,Intralaminar nuclei,Diencephalon < Pars Centralis < Systema Nervosum,Q2004154,A14.1.08.615,intralaminar nuclei of thalamus,,,,,narrower,ta2:syn tna:syn wd:via-ta2,,,
structures,thalamus-pulvinar,Pulvinar,Pulvinar thalami,5665,Pulvinar thalami,Pulvinar,Diencephalon < Cerebrum < Systema Nervosum,1715,Pulvinar thalami,Pulvinar,Thalamus < Diencephalon < Pars Centralis,Q1429000,"A14.1.08.104, A14.1.08.610",pulvinar nuclei,,,,,exact,ta2:latin tna:latin wd:latin,"ta2:5698 ""Nuclei pulvinaris"" (latin)",ambiguous,
structures,thalamus-va-vl,Ventral anterior and ventral lateral nuclei (VA/VL),Nucleus ventralis anterior; nucleus ventralis lateralis,5688,Nucleus ventralis anterior,Ventral anterior nucleus,Nuclei ventrales thalami < Nuclei laterales thalami < Thalamus,1826,Nucleus ventralis anterior,Ventral anterior nucleus,Nuclei Laterales Thalami < Diencephalon < Pars Centralis,Q7920280,A14.1.08.652,ventral anterior nucleus,Ventral anterior çekirdek,,Ventral anterior çekirdek,,narrower,ta2:latin tna:latin wd:latin,"ta2:5689 ""Nuclei ventrales laterales"" (en) | tna:1829 ""Nuclei ventrales laterales"" (en)",our Latin differs from TA2,
structures,thalamus-ventral-anterior,Ventral anterior nucleus,,5688,Nucleus ventralis anterior,Ventral anterior nucleus,Nuclei ventrales thalami < Nuclei laterales thalami < Thalamus,1826,Nucleus ventralis anterior,Ventral anterior nucleus,Nuclei Laterales Thalami < Diencephalon < Pars Centralis,Q7920280,A14.1.08.652,ventral anterior nucleus,Ventral anterior çekirdek,,Ventral anterior çekirdek,,exact,ta2:en tna:en wd:en,,,
structures,thalamus-ventral-posterior-ventrolateral,Ventral posterior / ventrolateral group (VPL/VPM),,,,,,,,,,,,,,,,,related,,"related ta2:5986 ""Sulcus anterolateralis medullae oblongatae"" | related ta2:6054 ""Sulcus anterolateralis medullae spinalis"" | related ta2:6101 ""Fasciculus anterolateralis"" | related ta2:6116 ""Tractus reticulospinalis anterolateralis""",no single TA concept; related terms in alt,
structures,thalamus-ventrolateral,Ventrolateral nucleus,,,,,,857,Nucleus anterolateralis,Anterolateral nucleus,Nuclei motorii laterales < Lamina spinalis IX < Columna Anterior,,,,,,,,synonym,tna:syn,,,
structures,thalamus-vpl,Ventral posterolateral nucleus (VPL),Nucleus ventralis posterolateralis thalami,5692,Nucleus ventralis posterolateralis,Ventral posterolateral nucleus,Nuclei ventrales posteriores < Nuclei ventrales thalami < Nuclei laterales thalami,1838,Nucleus ventralis posterolateralis,Ventral posterolateral nucleus,Nuclei ventrobasales < Nuclei Laterales Thalami < Diencephalon,Q7920295,"A14.1.08.641, A14.1.08.656",ventral posterolateral nucleus,,,,,exact,ta2:en tna:en wd:en,,our Latin differs from TA2,
structures,thalamus-vpm,Ventral posteromedial nucleus (VPM),Nucleus ventralis posteromedialis thalami,5693,Nucleus ventralis posteromedialis,Ventral posteromedial nucleus,Nuclei ventrales posteriores < Nuclei ventrales thalami < Nuclei laterales thalami,1841,Nucleus ventralis posteromedialis,Ventral posteromedial nucleus,Nuclei ventrobasales < Nuclei Laterales Thalami < Diencephalon,Q17118406,A14.1.08.642,ventral posteromedial nucleus,,,,,exact,ta2:en tna:en wd:en,,our Latin differs from TA2,
structures,thalamus,Thalamus,Thalamus,5678,Thalamus,Thalamus,Cerebrum < Systema Nervosum < Systemata Integrantia,1713,Thalamus,Thalamus,Diencephalon < Pars Centralis < Systema Nervosum,Q184215,"A14.1.08.101, A14.1.08.601",thalamus,Talamus,,Talamus,,exact,ta2:latin tna:latin wd:latin,,,
structures,tract-acoustic-radiation,Acoustic radiation,,5587,Radiatio acustica,Acoustic radiation,Pars sublentiformis capsulae internae < Capsula interna < Substantia Alba Telencephali,1900,Radiatio acustica,Acoustic radiation,Tractus Efferentes Thalami < Diencephalon < Pars Centralis,Q1269743,"A14.1.08.662, A14.1.09.545",acoustic radiation,,,,,exact,ta2:en tna:en wd:en,,,
structures,tract-arcuate-fasciculus,Arcuate fasciculus,,5599,Fasciculus longitudinalis superior,Superior longitudinal fasciculus,Fibrae longae associationis < Fibrae associationis telencephali < Substantia Alba Telencephali,2451,Fasciculus arcuatus,Arcuate fasciculus,Tractus Associationis Telencephali < Telencephalon < Pars Centralis,Q615697,A14.1.09.557,arcuate fasciculus,,,,,synonym,ta2:other tna:en wd:en,"tna:2458 ""Fasciculus longitudinalis superior"" (other)",TA2/TNA Latin differ,
structures,tract-cingulum-frontoparietal,"Cingulum, fronto-parietal",,5597,Cingulum,Cingulum,Fibrae longae associationis < Fibrae associationis telencephali < Substantia Alba Telencephali,2455,Cingulum,Cingulum,Tractus Associationis Telencephali < Telencephalon < Pars Centralis,Q15130814,"A14.1.09.555, A05.1.03.044",cingulum,,,,,broader,ta2:en tna:en wd:en,,,
structures,tract-cingulum-parahippocampal,"Cingulum, parahippocampal",,5597,Cingulum,Cingulum,Fibrae longae associationis < Fibrae associationis telencephali < Substantia Alba Telencephali,2455,Cingulum,Cingulum,Tractus Associationis Telencephali < Telencephalon < Pars Centralis,Q15130814,"A14.1.09.555, A05.1.03.044",cingulum,,,,,broader,ta2:en tna:en wd:en,,,
structures,tract-corticobulbar,Corticobulbar tract,,,,,,,,,,,,,,,,,related,,"related ta2:5624 ""Fibrae corticonucleares"" | related ta2:5625 ""Fibrae corticonucleares mesencephalli"" | related ta2:5626 ""Fibrae corticonucleares pontis"" | related ta2:5627 ""Fibrae corticonucleares bulbi""",no single TA concept; related terms in alt,
structures,tract-corticopontine-frontal,Frontopontine tract,,5620,Fibrae frontopontinae,Frontopontine fibres,Fibrae corticopontinae < Fibrae projectionis telencephali < Substantia Alba Telencephali,1382,Tractus frontopontinus,Frontopontine tract,Tractus corticopontini < Pedunculus Cerebri < Mesencephalon,,,,,,,,synonym,ta2:syn tna:en,"tna:1209 ""Fibrae frontopontinae"" (syn)",TA2/TNA Latin differ,
